Nombre serie,Unidades,Tema dataset,Frecuencia,Cantidad,Detalles,IDs
Saldo comercial por países y regiones FOB-CIF.  Valores mensual,Dólares,Sector Externo,M,58,Saldo comercial con ALADI. En  dólares (Exportaciones FOB-Importaciones CIF) | Saldo comercial con Angola. En  dólares (Exportaciones FOB-Importaciones CIF) | Saldo comercial con Asia Pacífico. En  dólares (Exportaciones FOB-Importaciones CIF) | Saldo comercial con Argelia. En  dólares (Exportaciones FOB-Importaciones CIF) | Saldo comercial con Resto Asia Pacífico. En  dólares (Exportaciones FOB-Importaciones CIF),79.3_ISCAL_0_A_25 | 79.3_ISCANGO_0_A_26_8 | 79.3_ISCAP_0_A_33 | 79.3_ISCARL_0_A_27_56 | 79.3_ISCASIAP_0_A_39_94
Saldo comercial por países y regiones FOB-CIF.  Valores trimestral,Dólares,Sector Externo,T,58,Saldo comercial con ALADI. En  dólares (Exportaciones FOB-Importaciones CIF) | Saldo comercial con Angola. En  dólares (Exportaciones FOB-Importaciones CIF) | Saldo comercial con Asia Pacífico. En  dólares (Exportaciones FOB-Importaciones CIF) | Saldo comercial con Argelia. En  dólares (Exportaciones FOB-Importaciones CIF) | Saldo comercial con Resto Asia Pacífico. En  dólares (Exportaciones FOB-Importaciones CIF),79.2_ISCAL_0_A_25 | 79.2_ISCANGO_0_A_26_81 | 79.2_ISCAP_0_A_33_85 | 79.2_ISCARL_0_A_27_28 | 79.2_ISCASIAP_0_A_39_87
Saldo comercial por países y regiones FOB-CIF. Valores anuales,Dólares,Sector Externo,A,58,Saldo comercial con ALADI. En  dólares (Exportaciones FOB-Importaciones CIF) | Saldo comercial con Angola. En  dólares (Exportaciones FOB-Importaciones CIF) | Saldo comercial con Asia Pacífico. En  dólares (Exportaciones FOB-Importaciones CIF) | Saldo comercial con Argelia. En  dólares (Exportaciones FOB-Importaciones CIF) | Saldo comercial con Resto Asia Pacífico. En  dólares (Exportaciones FOB-Importaciones CIF),79.1_ISCAL_0_A_25 | 79.1_ISCANGO_0_A_26_0 | 79.1_ISCAP_0_A_33 | 79.1_ISCARL_0_A_27_20 | 79.1_ISCASIAP_0_A_39_43
Administración Pública Nacional. Valores anuales 2017,Millones de pesos,Finanzas Públicas,A,57,Aplicaciones financieras amort.deudas y dism. otros pasivos disminución otros pasivos . Metodología 2017 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda local . Metodología 2017 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda extranjera . Metodología 2017 | Aplicaciones financieras inversión financiera . Metodología 2017 | Aplicaciones financieras gastos figurat. para aplic. financ. . Metodología 2017,372.3_AP_FIN_AMO017_0_A_50_87 | 372.3_AP_FIN_AMO017__50_58 | 372.3_AP_FIN_AMO017__52_87 | 372.3_AP_FIN_CIN017__20_22 | 372.3_AP_FIN_GTO017__39_21
Administración Pública Nacional. Valores mensuales 2007-2014,Millones de pesos,Finanzas Públicas,M,57,Aplicaciones financieras amort.deudas y dism. otros pasivos disminución otros pasivos . Metodología 2007 - 2014 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda local . Metodología 2007 - 2014 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda extranjera . Metodología 2007 - 2014 | Aplicaciones financieras inversión financiera . Metodología 2007 - 2014 | Aplicaciones financieras gastos figurat. para aplic. financ. . Metodología 2007 - 2014,372.8_AP_FIN_AMO014_0_M_55_0 | 372.8_AP_FIN_AMO014__55_89 | 372.8_AP_FIN_AMO014__57_16 | 372.8_AP_FIN_CIN014__25_99 | 372.8_AP_FIN_GTO014__44_42
Administración Pública Nacional. Valores trimestrales 2017,Millones de pesos,Finanzas Públicas,T,57,Aplicaciones financieras amort.deudas y dism. otros pasivos disminución otros pasivos. Metodología 2017 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda local. Metodología 2017 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda extranjera. Metodología 2017 | Aplicaciones financieras inversión financiera. Metodología 2017 | Aplicaciones financieras gastos figurat. para aplic. financ.. Metodología 2017,372.6_AP_FIN_AMO017_0_T_50_65 | 372.6_AP_FIN_AMO017__50_31 | 372.6_AP_FIN_AMO017__52_21 | 372.6_AP_FIN_CIN017__20_51 | 372.6_AP_FIN_GTO017__39_78
Importaciones por país y región. Valores anuales,Dólares,Sector Externo,A,57,Importaciones a ALADI. En  dólares FOB | Importaciones a ASEAN. En  dólares FOB | Importaciones a Egipto. En  dólares FOB | Importaciones a Angola. En  dólares FOB | Importaciones a Belgica. En  dólares FOB,78.1_IIAL_0_A_23 | 78.1_IIA_0_A_23 | 78.1_IIA_0_A_24_22 | 78.1_IIA_0_A_24_6 | 78.1_IIA_0_A_25_88
Tesoro Nacional. Valores mensuales 2017,Millones de pesos,Finanzas Públicas,M,56,Aplicaciones financieras amort.deudas y dism. otros pasivos disminución otros pasivos . Metodología 2017 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda local . Metodología 2017 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda extranjera . Metodología 2017 | Aplicaciones financieras inversión financiera . Metodología 2017 | Aplicaciones financieras gastos figurat. para aplic. financ. . Metodología 2017,373.9_AP_FIN_AMO017_0_M_50_46 | 373.9_AP_FIN_AMO017__50_63 | 373.9_AP_FIN_AMO017__52_56 | 373.9_AP_FIN_CIN017__20_89 | 373.9_AP_FIN_GTO017__39_57
"Empresas Públicas, PAMI, Fondos Fiduciarios y Otros. Valores anuales 1993-2006",Millones de pesos,Finanzas Públicas,A,55,Aplicaciones financieras amort.deudas y dism. otros pasivos disminución otros pasivos . Metodología 1993 - 2006 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización deuda externa . Metodología 1993 - 2006 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda local . Metodología 1993 - 2006 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda extranjera . Metodología 1993 - 2006 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización deuda interna . Metodología 1993 - 2006,378.1_AP_FIN_AMO006_0_A_55_3 | 378.1_AP_FIN_AMO006_0_A_57_33 | 378.1_AP_FIN_AMO006__55_6 | 378.1_AP_FIN_AMO006__57_54 | 378.1_AP_FIN_CAM006__58_84
Instituciones de la Seguridad Social. Valores anuales 1993-2006,Millones de pesos,Finanzas Públicas,A,55,Aplicaciones financieras amort.deudas y dism. otros pasivos disminución otros pasivos . Metodología 1993 - 2006 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda local . Metodología 1993 - 2006 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda extranjera . Metodología 1993 - 2006 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización deuda interna . Metodología 1993 - 2006 | Aplicaciones financieras inversión financiera . Metodología 1993 - 2006,376.1_AP_FIN_AMO006_0_A_55_32 | 376.1_AP_FIN_AMO006__55_53 | 376.1_AP_FIN_AMO006__57_75 | 376.1_AP_FIN_CAM006__58_5 | 376.1_AP_FIN_CIN006__25_56
Títulos Públicos de Deuda. Merval,Porcentaje,Mercados Financieros,D,55,Bono de la Nación Argentina Bonar 2025 - A2E2. Yield | Bono de la Nación Argentina Bonar 2025 - A2E3. Yield | Bono de la Nación Argentina Bonar 2027 - A2E7. Yield | Bono de la Nación Argentina Bonar 2028 - A2E8. Yield | Bono Dual 2019 - en dólares - A2J9D. Yield,179.1_A2E2_YIELDELD_0_0_10 | 179.1_A2E3_YIELDELD_0_0_10_76 | 179.1_A2E7_YIELDELD_0_0_10 | 179.1_A2E8_YIELDELD_0_0_10_61 | 179.1_A2J9D_YIELELD_0_0_11_74
"Empresas Públicas, PAMI, Fondos Fiduciarios y Otros. Valores anuales 2007-2014",Millones de pesos,Finanzas Públicas,A,54,Aplicaciones financieras amort.deudas y dism. otros pasivos disminución otros pasivos . Metodología 2007 - 2014 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda local . Metodología 2007 - 2014 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda extranjera . Metodología 2007 - 2014 | Aplicaciones financieras inversión financiera . Metodología 2007 - 2014 | Aplicaciones financieras disminucion del patrimonio . Metodología 2007 - 2014,378.2_AP_FIN_AMO014_0_A_55_32 | 378.2_AP_FIN_AMO014__55_89 | 378.2_AP_FIN_AMO014__57_1 | 378.2_AP_FIN_CIN014__25_26 | 378.2_AP_FIN_DIS014__24_90
"Empresas Públicas, PAMI, Fondos Fiduciarios y Otros. Valores mensuales 1993-2006",Millones de pesos,Finanzas Públicas,M,54,Aplicaciones financieras amort.deudas y dism. otros pasivos disminución otros pasivos . Metodología 1993 - 2006 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización deuda externa . Metodología 1993 - 2006 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda local . Metodología 1993 - 2006 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda extranjera . Metodología 1993 - 2006 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización deuda interna . Metodología 1993 - 2006,378.7_AP_FIN_AMO006_0_M_55_93 | 378.7_AP_FIN_AMO006_0_M_57_62 | 378.7_AP_FIN_AMO006__55_78 | 378.7_AP_FIN_AMO006__57_98 | 378.7_AP_FIN_CAM006__58_66
"Empresas Públicas, PAMI, Fondos Fiduciarios y Otros. Valores mensuales 2017",Millones de pesos,Finanzas Públicas,M,54,"Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda local . Metodología 2017 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda extranjera . Metodología 2017 | Aplicaciones financieras amort.deudas y dism. otros pasivos disminución otros pasivos . Metodología 2017 | Aplicaciones financieras inversión financiera . Metodología 2017 | Contribuciones figurativas de pami, fdos. fiduciarios y otros . Metodología 2017",378.9_AP_FIN_AMO017_0_M_50_52 | 378.9_AP_FIN_AMO017_0_M_52_31 | 378.9_AP_FIN_AMO017_II_0_M_50_68 | 378.9_AP_FIN_CIN017_0_M_20_48 | 378.9_CONTRIB_FI017_II_0_M_39_19
Organismos Descentralizados. Valores mensuales 2017,Millones de pesos,Finanzas Públicas,M,54,Aplicaciones financieras amort.deudas y dism. otros pasivos disminución otros pasivos . Metodología 2017 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda local . Metodología 2017 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda extranjera . Metodología 2017 | Aplicaciones financieras inversión financiera . Metodología 2017 | Aplicaciones financieras gastos figurat. para aplic. financ. . Metodología 2017,375.9_AP_FIN_AMO017_0_M_50_27 | 375.9_AP_FIN_AMO017__50_5 | 375.9_AP_FIN_AMO017__52_63 | 375.9_AP_FIN_CIN017__20_34 | 375.9_AP_FIN_GTO017__39_75
Recursos Afectados. Valores trimestrales 1993-2006,Millones de pesos,Finanzas Públicas,T,54,Aplicaciones financieras amort.deudas y dism. otros pasivos disminución otros pasivos . Metodología 1993 - 2006 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización deuda externa . Metodología 1993 - 2006 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda extranjera . Metodología 1993 - 2006 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización deuda interna . Metodología 1993 - 2006 | Aplicaciones financieras inversión financiera . Metodología 1993 - 2006,374.4_AP_FIN_AMO006_0_T_55_98 | 374.4_AP_FIN_AMO006_0_T_57_48 | 374.4_AP_FIN_AMO006__57_3 | 374.4_AP_FIN_CAM006__58_99 | 374.4_AP_FIN_CIN006__25_3
Organismos Descentralizados. Valores anuales 2017,Millones de pesos,Finanzas Públicas,A,53,Aplicaciones financieras amort.deudas y dism. otros pasivos disminución otros pasivos . Metodología 2017 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda local . Metodología 2017 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda extranjera . Metodología 2017 | Aplicaciones financieras inversión financiera . Metodología 2017 | Aplicaciones financieras gastos figurat. para aplic. financ. . Metodología 2017,375.3_AP_FIN_AMO017_0_A_50_35 | 375.3_AP_FIN_AMO017__50_32 | 375.3_AP_FIN_AMO017__52_11 | 375.3_AP_FIN_CIN017__20_98 | 375.3_AP_FIN_GTO017__39_79
Organismos Descentralizados. Valores trimestrales 2007-2014,Millones de pesos,Finanzas Públicas,T,53,Aplicaciones financieras amort.deudas y dism. otros pasivos disminución otros pasivos . Metodología 2007 - 2014 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda local . Metodología 2007 - 2014 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda extranjera . Metodología 2007 - 2014 | Aplicaciones financieras inversión financiera . Metodología 2007 - 2014 | Aplicaciones financieras gastos figurat. para aplic. financ. . Metodología 2007 - 2014,375.5_AP_FIN_AMO014_0_T_55_41 | 375.5_AP_FIN_AMO014__55_85 | 375.5_AP_FIN_AMO014__57_98 | 375.5_AP_FIN_CIN014__25_86 | 375.5_AP_FIN_GTO014__44_47
Balance Cambiario. Valores mensuales,Millones de dólares,Sector Externo,M,52,Ajuste de Reservas Internacionales por tipo de pase y valuación | Concepto no informado por el cliente (neto) | Cuenta Corriente Cambiaria Total Servicios | Cuenta Corriente Cambiaria Ingresos Servicios | Cuenta Corriente Cambiaria Total Bienes,182.1_AJUSTE_RESION_0_M_44 | 182.1_CONCEPTO_NTO_0_M_36 | 182.1_CUENTA_CORIOS_0_M_42 | 182.1_CUENTA_CORIOS_0_M_45 | 182.1_CUENTA_CORNES_0_M_39
"Empresas Públicas, PAMI, Fondos Fiduciarios y Otros. Valores trimestrales 2007-2014",Millones de pesos,Finanzas Públicas,T,52,Aplicaciones financieras amort.deudas y dism. otros pasivos disminución otros pasivos . Metodología 2007 - 2014 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda local . Metodología 2007 - 2014 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda extranjera . Metodología 2007 - 2014 | Aplicaciones financieras inversión financiera . Metodología 2007 - 2014 | Aplicaciones financieras disminucion del patrimonio . Metodología 2007 - 2014,378.5_AP_FIN_AMO014_0_T_55_20 | 378.5_AP_FIN_AMO014__55_75 | 378.5_AP_FIN_AMO014__57_56 | 378.5_AP_FIN_CIN014__25_73 | 378.5_AP_FIN_DIS014__24_65
Exportaciones. Valores anuales,Millones de dólares,Sector Externo,A,52,"Exportaciones de carburantes, grasas y aceites lubricantes. En millones de dólares FOB | Exportaciones de calzado y sus partes componentes. En millones de dólares FOB | Exportaciones de caucho y sus manufacturas. En millones de dólares FOB | Exportaciones de energía eléctrica. En millones de dólares FOB | Exportaciones de gas de petróleo y otros hidrocarburos. En millones de dólares FOB",75.1_CGAL_0_A_38 | 75.1_CPC_0_A_26 | 75.1_CSM_0_A_23 | 75.1_EE_0_A_17 | 75.1_GPOH_0_A_32
Exportaciones. Valores mensuales,Millones de dólares,Sector Externo,M,52,"Exportaciones de gas de petróleo y otros hidrocarburos. En millones de dólares FOB | Exportaciones de azúcar y artículos de confitería. En millones de dólares FOB | Exportaciones de bebidas, líquidos alcohólicos y vinagre. En millones de dólares FOB | Exportaciones de carburantes, grasas y aceites lubricantes. En millones de dólares FOB | Exportaciones de calzado y sus partes componentes. En millones de dólares FOB",75.3_GPOH_0_M_32 | 75.3_IAAC_0_M_31 | 75.3_IBLAV_0_M_40 | 75.3_ICGAL_0_M_42 | 75.3_ICPC_0_M_30
Exportaciones. Valores trimestrales,Millones de dólares,Sector Externo,T,52,"Exportaciones de carburantes, grasas y aceites lubricantes. En millones de dólares FOB | Exportaciones de calzado y sus partes componentes. En millones de dólares FOB | Exportaciones de caucho y sus manufacturas. En millones de dólares FOB | Exportaciones de energía eléctrica. En millones de dólares FOB | Exportaciones de gas de petróleo y otros hidrocarburos. En millones de dólares FOB",75.2_CGAL_0_T_38 | 75.2_CPC_0_T_26 | 75.2_CSM_0_T_23 | 75.2_EE_0_T_17 | 75.2_GPOH_0_T_32
Informe Mensual de Ingresos y Gastos. Sector Público Nacional No Financiero.  Valores mensuales 2015-2018,Millones de pesos,Finanzas Públicas,M,52,IMIG. Ingresos totales. Ingresos tributarios. Aportes y contribuciones a la seguriad social | IMIG. Gastos primarios. Gastos corrientes primarios. Prestaciones sociales. Asignaciones (Familiares y Universales para Protección Social) | IMIG. Ingresos totales. Ingresos tributarios. Bienes personales | IMIG. Gastos de capital. Energía. Nación | IMIG. Ingresos totales. Ingresos tributarios. Combustibles,452.2_APORTES_COIAL_0_T_39_29 | 452.2_ASIGNACIONIJO_0_T_26_67 | 452.2_BIENES_PERLES_0_T_17_26 | 452.2_CAPITAL_ENION_0_T_22_35 | 452.2_COMBUSTIBLLES_0_T_12_97
Tesoro Nacional. Valores anuales 2007-2014,Millones de pesos,Finanzas Públicas,A,52,Aplicaciones financieras amort.deudas y dism. otros pasivos disminución otros pasivos . Metodología 2007 - 2014 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda local . Metodología 2007 - 2014 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda extranjera . Metodología 2007 - 2014 | Aplicaciones financieras inversión financiera . Metodología 2007 - 2014 | Aplicaciones financieras gastos figurat. para aplic. financ. . Metodología 2007 - 2014,373.2_AP_FIN_AMO014_0_A_55_15 | 373.2_AP_FIN_AMO014__55_52 | 373.2_AP_FIN_AMO014__57_29 | 373.2_AP_FIN_CIN014__25_63 | 373.2_AP_FIN_GTO014__44_32
Tesoro Nacional. Valores mensuales 2007-2014,Millones de pesos,Finanzas Públicas,M,52,Aplicaciones financieras amort.deudas y dism. otros pasivos disminución otros pasivos . Metodología 2007 - 2014 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda local . Metodología 2007 - 2014 | Aplicaciones financieras amort.deudas y dism. otros pasivos amortización en moneda extranjera . Metodología 2007 - 2014 | Aplicaciones financieras inversión financiera . Metodología 2007 - 2014 | Aplicaciones financieras gastos figurat. para aplic. financ. . Metodología 2007 - 2014,373.8_AP_FIN_AMO014_0_M_55_53 | 373.8_AP_FIN_AMO014__55_52 | 373.8_AP_FIN_AMO014__57_66 | 373.8_AP_FIN_CIN014__25_79 | 373.8_AP_FIN_GTO014__44_67
Informe Mensual de Ingresos y Gastos. Sector Público Nacional No Financiero. Valores anuales 2015-2018,Millones de pesos,Finanzas Públicas,A,51,IMIG. Ingresos totales. Ingresos tributarios. Aportes y contribuciones a la seguriad social | IMIG. Gastos primarios. Gastos corrientes primarios. Prestaciones sociales. Asignaciones (Familiares y Universales para Protección Social) | IMIG. Ingresos totales. Ingresos tributarios. Bienes personales | IMIG. Gastos de capital. Agua potable y alcantarillado. Transferencias a provincias | IMIG. Gastos de capital. Agua potable y alcantarillado. Nación,452.2_APORTES_COIAL_0_T_39_13 | 452.2_ASIGNACIONIJO_0_T_26_25 | 452.2_BIENES_PERLES_0_T_17_11 | 452.2_CAPITAL_AGIAS_0_T_59_13 | 452.2_CAPITAL_AGION_0_T_41_25
